Singerman ID,leave blank,Description,leave blank 2
supp0061,,"The People of All Nations, being a Miniature Description of the Manners and Customs of the Inhabitants of the Different Nations of the World. Designed for the Improvement of Youth. Ornamented with Sixty-two Elegant Engravings. Auburn, [N.Y.]: J. Beardsloe, 1818. 64 p. 

See p. 12, ""A Jew,"" with an accompanying full-page illustration. For other ed., see entry (=1807) On cover: Auburn, [N.Y.]: Printed by David Ramsey, 1819. S & S 45265.

Copies: MWA (defective).",
supp0062,,"Forster, Anthony. The Scripture Doctrine of Election. A Discourse delivered on 21st February, 1819. Charleston, (S.C.): Printed by J. Hoff, 1819. 21 p. 

The Christians became God’s chosen people after the Jews refused the gospel of Jesus. Delivered before the Second Independent or Congregational Church, Charleston, S.C. S & S 48001.

Copies: MBevHi, MWA, WHi.",
supp0063,,"Wall-Street; or, Ten Minutes before Three; a Farce, in Three Acts ... New-York, 1819. 34 p. 

The 2d and 3rd editions, also New York, 1819, contain a mocking dedication to Mordecai Manassah Noah (""You are a Jew, and I am a Christian--You are a Major and I am a Private ...""). Variously attributed to James Nelson Barker or a Mr. Mead. Cf. BAL 832, Sabin 101092, Wegelin’s Early American Plays, 1714-1830 (New York, 1900), p. 69. The competing arguments for and against M. M. Noah’s authorship are summarized by Daniel G. Siegel, of M & S Rare Books, Providence, R.I., in his Catalogue 85, Early American Literature ...(2008), no. 286. S & S 50018-50020.

Copies: MH, MWA, NN, NRU, PU, RPB; 2d ed. (35 p.), MB, MH, NRU, RPB; 3rd ed. (34 p.), CtY, DLC, MH, PU, RPB.",
supp0064,,"Martini, Johann Paul Aegidius. Fall’n is Thy Throne. Sung by Mrs. Moran, at the Oratorios. Air-Martini. Arranged by Sir J. A. Stevenson, M.D. New York: W. Dubois, [182-?]. score (3 p.). 

Opens, ""Fall’n is thy throne, oh Israel! Silence is o’er thy plains; Thy dwellings all lie desolate, Thy children weep in chains."" Shoemaker 2116. See also entry Martini [183-?] & Moore, Thomas

Copies: Harvard Musical Association, ICN, MiU, NhD, NcWsMM.",
supp0065,,"American Society for Meliorating the Condition of the Jews, formed in New-York in 1820. New York, [1820?]. 1 leaf printed on both sides.



Copies: CtHi, MBAt.",
supp0066,,"Carden, Allen D. The Missouri Harmony; or, A Choice Collection of Psalm Tunes, Hymns and Anthems, selected from the most eminent Authors, and well adapted to all Christian Churches, Singing Schools, and Private Societies; together with an Introduction to Grounds of Music, the Rudiments of Music, and Plain Rules for Beginners. St. Louis: Published by the Compiler; Cincinnati: Morgan, Lodge & Co., Printers, 1820. 199, [1] p. 

""The Leperous Jew"": p. 60 (words and music). Frequently reissued. Shoemaker 676.

Copies: MB, MWA, MoKu.",
supp0067,,"Howe, Mark Antony De Wolfe. The Relative Condition and Duty, Past, Present, and Future of the Hebrew and Gentile Races. A Discourse delivered before the Protestant Episcopal Association for the Promotion of Christianity among the Jews in the Diocese of Pennsylvania at St. Philip’s Church, Philadelphia. Philadelphia: Ives, Printer and Stationer, 1862. [19]- 34 p. 

Issued in conjunction with the Fourth Annual Report (1862) of the Protestant Episcopal Association for the Promotion of Christianity among the Jews.

Copies: P, PHi.",
supp0068,,"Ogilvie, James G. The Religious Principles, and Forms of Government, of the following Denominations: Friends, Hopkinsians, Episcopalians, Lutherans, Universalists, Baptists, Jews, Seceders, Methodists, Catholics, Presbyterians, United Brethren, Swedenborgians, Congregationalists, Dutch Reformed. Collected from Authentic Sources. ... Auburn, [N.Y.]: Printed for the Publisher, by U. F. Doubleday, 1820. 227, [1] p.

Shoemaker 2578.

Copies: MH, MWA NCH, NIC, PPL.",
supp0069,,"[Verplanck, Gulian Crommelin]. Procès verbal of the Ceremony of Installation of President of the New-York Historical Society, as it will be performed February 8, 1820 ... New-York: Printed for the use of the members, 1820. 18 p. 

A satire on the installation of David Hosack as president of the New-York Historical Society. Major Noah is slated to ""make a Hebrew speech in honour of Governor Clinton and the President-elect"" (p. 6). For authorship, see Appleton’s Cyclopædia of American Biography (New York, 1886-89), vol. 6, p. 281. Shoemaker 4099 (copy locations may include the 1864 reprint).

Copies: CtY, DLC, MB, MH, MWA, NHi, NcD.",
supp0070,,"Curiosities for the Ingenious: Selected from the Most Authentic Treasures of Nature, Science and Art, Biography, History, and General Literature. Philadelphia: H. C. Carey and I. Lea, 1822. 192 p., plates. 

""The Jew’s Leap"": pp. 167-69 (from James Riley’s An Authentic Narrative of the Loss of the American Brig Commerce ...). Shoemaker 8488.

Copies: CSmH, MdBP, MBAt, MH, MWA (defective), NN, NcU, OCl, PU, RPB.",
supp0071,,"Proudfit, Alexander. The Universal Extension of Messiah’s Kingdom. A Sermon, delivered in the North Church, New- Haven, Con. Sept. 12, 1822, before the American Board of Commissioners for Foreign Missions, at their Thirteenth Annual Meeting. ... Boston: Crocker & Brewster, 1822. 27 p. 

A plea for accelerated Christian missionary efforts to reach the unsaved, including the ""obstinate and long infatuated Jew, the ruthless Siberian, the shivering Icelander, the sullen Hindoo, the sottish Hottentot, and the roving inhabitant of our western woods ... (p. 26). Shoemaker 10046.

Copies: In most academic libraies.",
supp0072,,"Kimber, Emmor. The Power of the Church distinguished from the Power of Anti-Christ, the Man of Sin. Philadelphia: Published by E. Littell, 1823. 32 p. 

Discusses, in part, the gradual transition of devout Jews becoming Jewish Christians during the formative years of the church. Shoemaker 13017.

Copies: PHi, PPL, PPPrHi.",
supp0073,,"Noah, Mordecai Manuel, defendant. Report of the Trial of an Action on the Case, brought by Silvanus Miller, Esq., late Surrogate of the City and County of New- York, against Mordecai M. Noah, Esq., Editor of the National Advocate, for an Alleged Libel. Tried at the City-Hall, in the City of New-York, before the Circuit Court held in the First Judicial District in the State of New-York, by his Honour, Samuel R. Betts, Esq. on Friday, the 12th day of December, 1823. New- York: Printed by J. W. Palmer & Co., 1823. 72 p. 

The jury, unable to reach a verdict, was discharged. Rosenbach 234, Shoemaker 12158.

Copies: CtY-L, MWA, NHi, NIC, PPL.",
supp0074,,"Shaw, Oliver. Sacred Songs, Duetts, Anthems &c. Composed & arranged with an Accompaniment for the Piano Forte or Organ by ... Providence: Published and sold by the Author, [c1823]. score (61 p.). 

""’Tis to the East the Hebrew Bends. A Sacred Song"": pp. 16-17, captioned ""Published and sold by the AUTHOR, at his Musical Repository, PROVIDENCE."" Musical score also published separately (16-17 p.). Shoemaker 14103.

Copies: ICN, MBAt, RHi, RPB.",
supp0075,,"Adams, Hannah. Letters on the Gospel. Cambridge, [Mass.]: Hilliard and Metcalf, 1824. ix, 216 p.

""Of the moral Discourses of our Saviour, and of the Allusions contained in them to the Opinions and Habits of the Jews"": pp. 44-85. Shoemaker 15024.

Copies: CtHT-W, DLC, ICU, MeB, MB, MBAt, MH, MiU, NN.",
supp0076,,"American Society for Meliorating the Condition of the Jews. To the Rev. Joseph Samuel Christian Frederick Frey ... 25th May, 1824. [New York, 1824].

1 folded leaf printed on 3 sides. Frey’s letter of appointment from June 1 to December, 1, 1824, together with the text of ""Origin and Purpose of the American Society for Meliorating the Condition of the Jews.""

Copies: NjP (letter of appointment completed partially in holograph).",
supp0077,,"Boardman, George Smith. A Sermon, delivered at Watertown, December 18th, 1823. Being the Day of Public Thanksgiving. Sacket’s Harbor, [N.Y.]: Printed by Truman W. Haskell, for the ""Watertown Broad Object Club,"" 1824. 16 p.

""A great moral change is taking place in the world. Christendom is directing its attention to the long neglected children of Abraham, and the Jew is abandoning the belief of his fathers and enrolling himself, under the standard of the cross. Some of the most zealous and able missionaries of the present day, are converts from Judaism"" (p. 14). Shoemaker 15481.

Copies: CSaT (lost), MWA.",
supp0078,,"[Chamiso, Adelbert von]. Peter Schlemihl. From the German of Lamotte Fouque, with Plates by George Cruickshank [!] ... Boston: Wells and Lilly, 1824. viii, 139, [1] p. 

The hapless schlemiel’s Jewishness is revealed on p. 133. Shoemaker 15711.

Copies: CtHT, MH, MWA, NjP, NNC (microfilm), NNS, PSt, RPAt.",
supp0079,,"Fonda, Jesse. Familiar Letters on Sacraments, addressed to the People of His Charge. With an Appendix. ... Newburgh, N.Y.: Printed by Ward M. Gazlay, 1824. iv, 366 p. 

Letter II. ""The Term ‘Sacrament.’ Nature of Sacraments in General. Sacraments of the Old Testament. Circumcision and the Passover"": pp. 9-18; Letter III. ""Baptism and the Lord’s Supper have taken the place of Circumcision and the Passover; and are to be observed as standing ordinances in the Christian Church"": pp. 19-52. Shoemaker 16162.

Copies: CSmH, DLC, MWA, MiU, NjNbS, NjR, NN, NRU, PPPrHi, PPT, UPB.",
supp0080,,"New York. Hebrew Free School Association. Constitution of the Hebrew Free School Association of the City of New York. Adopted, June, 5624. New York: Jewish Messenger Office, 1864. 8 p.



Copies: PU (LKCJAS).",
supp0081,,"McMahon, John Van Lear. Remarks of John M’Mahon, in the House of Delegates of Maryland, on 28th January, 1824, on the Bill to Confirm An Act, entitled An Act to Extend to All the Citizens of Maryland the same Civil Rights and Religious Privileges that are Enjoyed under the Constitution of the U. States. Hagers-Town: Printed by W. D. Bell, 1824. 87 p. 

Often referenced as the Maryland ""Jew Bill.""

Copies: DLC, NjPT, NHi, NcD, PU, PU (LKCJAS).",
supp0082,,"The Pride of Peter Prim; or, Proverbs, that will Suit the Young or the Old. Cooperstown, N.Y.: Stereotyped, printed and sold by H. & E. Phinney, 1824. 31 p. 

""One Man’s Meat is another Man’s Poison"" (pp. 28-29) concerns Levi, a Jewish itinerant who refuses to accept the offered pork chop. Includes a related wood engraving by John H. Hall. Running title: Peter Prim’s Pride. Frequently reissued. Shoemaker 17695.

Copies: CSmH, MWA.",
supp0083,,"[Randolph, Mary]. The Virginia House-Wife ... Washington: Davis and Force, 1824. 225 p. 

By way of a reference to Jewish ritual slaughter, this cookbook cautions against eating the meat of diseased animals: ""None but the Jewish butchers, who are paid exclusively for it, attend to this important circumstance"" (p. 17). Copyright held by Henry Stone. Shoemaker 17753.

Copies: CU-A, DLC, MWA, NN, ViHanEM, ViU, ViW.",
supp0084,,"Cummings, Hilliard & Co. Catalogue of Latin, Greek, & Hebrew Books, lately received from Germany, comprising the Most Rare of the Ancient Writings, being a More Curious Collection than was ever before offered to the Antiquarian in this Country. For Sale by Cummings, Hilliard, & Co., Boston. Cambridge, [Mass.]: Hilliard and Metcalf, 1825. 58 p. 

Shoemaker 20232 (Shoemaker 20231 is for a 49 p. ed. at MiU-C, PMA).

Copies: MWA, MiU-C, PMA.",
supp0085,,"[Galt, John]. Rothelan: A Romance of the English Histories. By the Author of Annals of the Parish, Ringan Gilhaize, The Spaewife, &c. ... New-York: Collins and Hannay, Collins & Co., E. Bliss and E. White, and W. B. Gilley, 1825. 2 vols. 

One of the central characters is Adonijah, a Jewish ""money-scrivener."" Shoemaker 20626.

Copies: DeU, NjP (vol. 1), NjR (vol. 2), NCH, NN, PU.",
supp0086,,"Moore, Theophilus. Marriage Customs and Ceremonies, and Modes of Courtship, of the various Nations of the Universe; Selected from the most Approved Authors, with Remarks on the Condition of Women, Penn’s Maxims, and Counsel to the Single and Married, &c. Georgetown, S.C.: T. C. Fay, 1825. vii, 204 p. 

""The Jews"": pp. 17-21. Other contemporary editions exist. Shoemaker 21501.

Copies: MCR-S, NjP, NN, PPL, ScFlM, ScU.",
supp0087,,"Eisenstein, Judah David. Judaica and Hebraica. List of Books from the Library of J. D. Eisenstein. No. 1. New York: Press of A. H. Rosenberg, 1900. 34 p.



Copies: AJHS.",
supp0088,,"Swezey, Jennett. The Strong Staff that was Broken; and the Beautiful Rod. ... New York: Eckler, Printer, 1871. 123 p. 

An account, in seventeen chapters, of the formative ""Jewish Church"" as a divinely-ordained institution then, with God’s blessings, advancing through Jesus and the Apostles to the ""Gentile church.""

Copies: DLC, MWA.",
supp0089,,"[Clason, Isaac Starr]. Horace in New-York. Part I, ... New-York: James W. Campbell, 1826. 47 p. 

See the reference on p. 17 to M. M. Noah’s Ararat project on Grand Island, and the related extract from ""Proclamation to the Jews,"" on pp. [43]-44. Samuel B. H. Judah is scorned as a bad poet on p. 28 (a related note about his book, Odofriede, appears on p. 44). Shoemaker 24123.

Copies: CU, MWA, MnU, NCU, NRU, RPB, TnU.",
supp0090,,"Florian, Jean-Pierre Claris de. Eliezer y Nephtaly, poema en quatro cantos, traducido del hebreo al frances por Mr. Florian, y puesto en verso espanol por Felix Megia. Filadelfia: Guillermo Stavely, 1826. 93 p. 

Issued with Megia’s Guillermo Tell, tragedia en 5 actos. For French ed., see entry JA 0486.

Copies: CtY (microfilm).",
supp0091,,"Huntington, Susan. Memoirs of the late Mrs. Susan Huntington, of Boston, Mass., consisting principally of Extracts from Her Journal and Letters, with the Sermon occasioned by Her Death. By Benjamin B. Wisner. Boston: Crocker & Brewster, 1826. 408 p. 

See Huntington’s letter to his sister-in-law, Dec. 20, 1818, about the organized efforts in Boston to underwrite missionary labor to win the Jews of Jerusalem over to Christ (pp. 183-84). Shoemaker 27683.

Copies: CSt, CtY, DLC, LNHT, MB, MH, MWA, NN, OO, OrU, RNR, WHi.",
supp0092,,"The Entertaining and Marvellous Repository, containing Biography, Manners and Customs, Tales, Adventures, Essays, Poetry, &c. Embellished with Engravings. Boston: Baker & Alexander, 1827-30. 3 vols. 

""The Merchant of Venice"": vol. 1, pp. 145-62; ""Legend of the Wandering Jew"": vol. 2, pp. 17-19 (these are unsigned prose pieces). Shoemaker 28797.

Copies: CtHi, CtY, DLC (microfilm), MA, MWA, PPL (vol. 1), RPB (vol. 1).",
supp0093,,"A Father’s Reasons for Christianity, in Conversations on Paganism, Mahometanism, Judaism, and Christianity. Revised by the Committee of Publication. Philadelphia: American Sunday-School Union, 1827. 102 p., 6 p. of adv. 

""IX. Series. No. 248."" Shoemaker 28857.

Copies: Ct, MB, PP (also holds the 1828 and 1829 editions).",
